Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
TR_perfusera_SewingJobSacanning_Pageload,2,519,216,822,822,822,216,822,0.000%,2.19298,8.94,2.38
TR_perfuserb_SewingJobSacanning_Pageload,1,209,209,209,209,209,209,209,0.000%,3.84615,15.68,4.17
TR_perfusere_SewingJobSacanning_Pageload,1,241,241,241,241,241,241,241,0.000%,3.43643,14.01,3.73
TR_perfuserL_SewingJobSacanning_Pageload,1,328,328,328,328,328,328,328,0.000%,2.63852,10.79,2.86
TR_perfuserae_SewingJobSacanning_Pageload,1,400,400,400,400,400,400,400,0.000%,2.21729,8.79,2.41
TR_perfuserb_SewingJobSacanning_ContinueButtonClick,1,234,234,234,234,234,234,234,0.000%,3.50877,35.49,4.06
TR_perfuserac_SewingJobSacanning_Pageload,2,472,466,479,479,479,466,479,0.000%,3.77358,14.96,4.09
TR_perfuserj_SewingJobSacanning_Pageload,1,514,514,514,514,514,514,514,0.000%,1.76991,7.21,1.92
TR_perfusers_SewingJobSacanning_Pageload,2,2441,490,4392,4392,4392,490,4392,0.000%,.43995,1.80,0.48
TR_perfusera_SewingJobSacanning_ContinueButtonClick,2,263,191,336,336,336,191,336,0.000%,2.25734,22.83,2.61
TR_perfuserad_SewingJobSacanning_Pageload,1,554,554,554,554,554,554,554,0.000%,1.65017,6.54,1.79
TR_perfuserL_SewingJobSacanning_ContinueButtonClick,1,292,292,292,292,292,292,292,0.000%,2.93255,29.67,3.40
TR_perfuserm_SewingJobSacanning_Pageload,2,3875,433,7318,7318,7318,433,7318,0.000%,.27097,1.11,0.29
TR_perfuserac_SewingJobSacanning_ContinueButtonClick,2,290,193,388,388,388,193,388,0.000%,4.53515,45.88,5.26
TR_perfusers_SewingJobSacanning_ContinueButtonClick,2,348,289,407,407,407,289,407,0.000%,.44803,4.53,0.52
TR_perfuserj_SewingJobSacanning_ContinueButtonClick,1,292,292,292,292,292,292,292,0.000%,2.90698,29.40,3.37
TR_perfuserad_SewingJobSacanning_ContinueButtonClick,1,293,293,293,293,293,293,293,0.000%,2.91545,29.49,3.38
TR_perfuserm_SewingJobSacanning_ContinueButtonClick,2,591,191,992,992,992,191,992,0.000%,.25192,2.55,0.29
TR_perfuserae_SewingJobSacanning_ContinueButtonClick,1,590,590,590,590,590,590,590,0.000%,1.56250,15.81,1.81
TR_perfuseru_SewingJobSacanning_Pageload,1,1096,1096,1096,1096,1096,1096,1096,0.000%,.87184,3.46,0.95
TR_perfuseru_SewingJobSacanning_ContinueButtonClick,1,121,121,121,121,121,121,121,0.000%,5.84795,59.15,6.77
TR_perfuserai_SewingJobSacanning_Pageload,2,4642,1846,7438,7438,7438,1846,7438,0.000%,.26065,1.03,0.28
TR_perfuserx_SewingJobSacanning_Pageload,1,1946,1946,1946,1946,1946,1946,1946,0.000%,.50075,1.98,0.54
TR_perfuserai_SewingJobSacanning_ContinueButtonClick,2,552,110,995,995,995,110,995,0.000%,.29317,2.97,0.34
TR_perfuserx_SewingJobSacanning_ContinueButtonClick,1,128,128,128,128,128,128,128,0.000%,5.58659,56.51,6.47
TR_perfuserd_SewingJobSacanning_Pageload,1,3013,3013,3013,3013,3013,3013,3013,0.000%,.32637,1.33,0.35
TR_perfusern_SewingJobSacanning_Pageload,1,3029,3029,3029,3029,3029,3029,3029,0.000%,.32468,1.33,0.35
TR_perfuserh_SewingJobSacanning_Pageload,2,5079,3090,7069,7069,7069,3090,7069,0.000%,.27541,1.12,0.30
TR_perfusere_SewingJobSacanning_ContinueButtonClick,1,2991,2991,2991,2991,2991,2991,2991,0.000%,.32873,3.33,0.38
TR_perfusern_SewingJobSacanning_ContinueButtonClick,1,175,175,175,175,175,175,175,0.000%,4.44444,44.95,5.15
TR_perfuserh_SewingJobSacanning_ContinueButtonClick,2,730,190,1271,1271,1271,190,1271,0.000%,.36751,3.72,0.43
TR_perfuserd_SewingJobSacanning_ContinueButtonClick,1,326,326,326,326,326,326,326,0.000%,2.65957,26.90,3.08
TR_perfuserh_Scanning&Reporting,2,639,554,724,724,724,554,724,100.000%,.33568,0.81,1.49
TR_perfusert_SewingJobSacanning_Pageload,2,5701,4377,7026,7026,7026,4377,7026,0.000%,.28054,1.15,0.30
TR_perfuseral_SewingJobSacanning_Pageload,2,5770,4350,7190,7190,7190,4350,7190,0.000%,.27405,1.09,0.30
TR_perfuserq_SewingJobSacanning_Pageload,1,4400,4400,4400,4400,4400,4400,4400,0.000%,.22452,0.92,0.24
TR_perfuseram_SewingJobSacanning_Pageload,2,4401,4344,4459,4459,4459,4344,4459,0.000%,.44346,1.76,0.48
TR_perfuserab_SewingJobSacanning_Pageload,2,5844,4384,7304,7304,7304,4384,7304,0.000%,.26599,1.05,0.29
TR_perfuseran_SewingJobSacanning_Pageload,1,4465,4465,4465,4465,4465,4465,4465,0.000%,.22143,0.88,0.24
