JG3-J:12192-000,N01
JG3-J:12193-000,N01
JG3-J:12194-000,N01
JG3-J:12195-000,N01
JG3-J:12196-000,N01
JG3-J:12197-000,N01
JG3-J:12198-000,N01
JG3-J:12199-000,N01
JG3-J:12200-000,N01
JG3-J:12201-000,N01
JG3-J:12202-000,N01
JG3-J:12203-000,N01
JG3-J:12204-000,N01
JG3-J:12205-000,N01
JG3-J:12206-000,N01
JG3-J:12207-000,N01
JG3-J:12208-000,N01
JG3-J:12209-000,N01
JG3-J:12210-000,N01
JG3-J:12211-000,N01
JG3-J:12212-000,N01
JG3-J:12213-000,N01
JG3-J:12214-000,N01
JG3-J:12215-000,N01
JG3-J:12216-000,N01
JG3-J:12217-000,N01
JG3-J:12218-000,N01
JG3-J:12219-000,N01
JG3-J:12220-000,N01
JG3-J:12221-000,N01
JG3-J:12222-000,N01
JG3-J:12223-000,N01
JG3-J:12224-000,N01
JG3-J:12225-000,N01
JG3-J:12226-000,N01
JG3-J:12227-000,N01
JG3-J:12228-000,N01
JG3-J:12229-000,N01
JG3-J:12230-000,N01
JG3-J:12231-000,N01
JG3-J:12232-000,N01
JG3-J:12233-000,N01
